,School District Code,LABEL_LVL_1_DESC,PROGRAM_TOTAL,PROGRAM_PERCENT,TOTAL_COUNT
4946,708,Grad Rate -Hispanic,18.0,100.0,18.0
4947,708,Grad Rate -Male,154.0,98.72,156.0
4948,708,Grad Rate -Multi-Racial,10.0,100.0,10.0
4949,708,Grad Rate -Not Economically Disadvantaged,252.0,98.1,257.0
4950,708,Grad Rate -Students With Disability,13.0,76.47,17.0
4951,708,Grad Rate -Students Without Disability,276.0,99.3,278.0
4952,708,Grad Rate -White,241.0,97.57,247.0
4953,709,Grad Rate -ALL Students,128.0,94.81,135.0
4954,709,Grad Rate -Black,29.0,93.55,31.0
4955,709,Grad Rate -Economically Disadvantaged,63.0,90.0,70.0
4956,709,Grad Rate -Female,60.0,98.36,61.0
4957,709,Grad Rate -Hispanic,14.0,93.33,15.0
4958,709,Grad Rate -Male,68.0,91.89,74.0
4959,709,Grad Rate -Not Economically Disadvantaged,65.0,100.0,65.0
4960,709,Grad Rate -Students With Disability,10.0,90.91,11.0
4961,709,Grad Rate -Students Without Disability,118.0,95.2,124.0
4962,709,Grad Rate -White,77.0,96.25,80.0
4963,710,Grad Rate -ALL Students,330.0,88.71,372.0
4964,710,Grad Rate -Active Duty,10.0,90.91,11.0
4965,710,Grad Rate -Black,152.0,86.36,176.0
4966,710,Grad Rate -Economically Disadvantaged,134.0,83.23,161.0
4967,710,Grad Rate -Female,165.0,92.18,179.0
4968,710,Grad Rate -Hispanic,32.0,86.49,37.0
4969,710,Grad Rate -Limited English Proficient,11.0,84.62,13.0
4970,710,Grad Rate -Male,165.0,85.49,193.0
4971,710,Grad Rate -Multi-Racial,14.0,87.5,16.0
4972,710,Grad Rate -Not Economically Disadvantaged,196.0,92.9,211.0
4973,710,Grad Rate -Students With Disability,27.0,69.23,39.0
4974,710,Grad Rate -Students Without Disability,303.0,91.0,333.0
4975,710,Grad Rate -White,123.0,91.79,134.0
4976,710,Grad Rate -ALL Students,400.0,85.11,470.0
4977,710,Grad Rate -Black,71.0,84.52,84.0
4978,710,Grad Rate -Economically Disadvantaged,111.0,78.72,141.0
4979,710,Grad Rate -Female,212.0,89.83,236.0
4980,710,Grad Rate -Hispanic,23.0,79.31,29.0
4981,710,Grad Rate -Male,188.0,80.34,234.0
4982,710,Grad Rate -Multi-Racial,14.0,70.0,20.0
4983,710,Grad Rate -Not Economically Disadvantaged,289.0,87.8,329.0
4984,710,Grad Rate -Students With Disability,31.0,59.62,52.0
4985,710,Grad Rate -Students Without Disability,369.0,88.3,418.0
4986,710,Grad Rate -White,290.0,86.57,335.0
4987,710,Grad Rate -ALL Students,546.0,91.61,596.0
4988,710,Grad Rate -Active Duty,10.0,83.33,12.0
4989,710,Grad Rate -Asian/Pacific Islander,10.0,100.0,10.0
4990,710,Grad Rate -Black,88.0,90.72,97.0
4991,710,Grad Rate -Economically Disadvantaged,86.0,82.69,104.0
4992,710,Grad Rate -Female,282.0,93.69,301.0
4993,710,Grad Rate -Hispanic,51.0,92.73,55.0
4994,710,Grad Rate -Male,264.0,89.49,295.0
4995,710,Grad Rate -Multi-Racial,15.0,93.75,16.0
4996,710,Grad Rate -Not Economically Disadvantaged,460.0,93.5,492.0
4997,710,Grad Rate -Students With Disability,53.0,71.62,74.0
4998,710,Grad Rate -Students Without Disability,493.0,94.4,522.0
4999,710,Grad Rate -White,381.0,91.37,417.0
5000,710,Grad Rate -ALL Students,400.0,88.69,451.0
5001,710,Grad Rate -Black,88.0,86.27,102.0
5002,710,Grad Rate -Economically Disadvantaged,122.0,81.88,149.0
5003,710,Grad Rate -Female,214.0,95.11,225.0
5004,710,Grad Rate -Hispanic,39.0,82.98,47.0
5005,710,Grad Rate -Male,186.0,82.3,226.0
5006,710,Grad Rate -Multi-Racial,23.0,95.83,24.0
5007,710,Grad Rate -Not Economically Disadvantaged,278.0,92.1,302.0
5008,710,Grad Rate -Students With Disability,36.0,67.92,53.0
5009,710,Grad Rate -Students Without Disability,364.0,91.5,398.0
5010,710,Grad Rate -White,239.0,89.51,267.0
5011,710,Grad Rate -ALL Students,377.0,89.13,423.0
5012,710,Grad Rate -Black,95.0,87.16,109.0
5013,710,Grad Rate -Economically Disadvantaged,140.0,85.89,163.0
5014,710,Grad Rate -Female,173.0,91.53,189.0
5015,710,Grad Rate -Hispanic,53.0,91.38,58.0
5016,710,Grad Rate -Male,204.0,87.18,234.0
5017,710,Grad Rate -Multi-Racial,14.0,77.78,18.0
5018,710,Grad Rate -Not Economically Disadvantaged,237.0,91.2,260.0
5019,710,Grad Rate -Students With Disability,46.0,80.7,57.0
5020,710,Grad Rate -Students Without Disability,331.0,90.4,366.0
5021,710,Grad Rate -White,209.0,90.09,232.0
5022,711,Grad Rate -ALL Students,217.0,84.44,257.0
5023,711,Grad Rate -Black,118.0,82.52,143.0
5024,711,Grad Rate -Economically Disadvantaged,217.0,84.44,257.0
5025,711,Grad Rate -Female,102.0,85.0,120.0
5026,711,Grad Rate -Hispanic,43.0,89.58,48.0
5027,711,Grad Rate -Limited English Proficient,13.0,92.86,14.0
5028,711,Grad Rate -Male,115.0,83.94,137.0
5029,711,Grad Rate -Students With Disability,20.0,74.07,27.0
5030,711,Grad Rate -Students Without Disability,197.0,85.7,230.0
5031,711,Grad Rate -White,46.0,82.14,56.0
5032,712,Grad Rate -ALL Students,278.0,92.98,299.0
5033,712,Grad Rate -Economically Disadvantaged,83.0,92.22,90.0
5034,712,Grad Rate -Female,124.0,96.88,128.0
5035,712,Grad Rate -Hispanic,12.0,100.0,12.0
5036,712,Grad Rate -Homeless,14.0,82.35,17.0
5037,712,Grad Rate -Male,154.0,90.06,171.0
5038,712,Grad Rate -Not Economically Disadvantaged,195.0,93.3,209.0
5039,712,Grad Rate -Students With Disability,29.0,78.38,37.0
5040,712,Grad Rate -Students Without Disability,249.0,95.0,262.0
5041,712,Grad Rate -White,253.0,92.67,273.0
5042,713,Grad Rate -ALL Students,233.0,86.3,270.0
5043,713,Grad Rate -Black,16.0,94.12,17.0
5044,713,Grad Rate -Economically Disadvantaged,107.0,79.85,134.0
5045,713,Grad Rate -Female,103.0,89.57,115.0
5046,713,Grad Rate -Hispanic,20.0,95.24,21.0
5047,713,Grad Rate -Male,130.0,83.87,155.0
5048,713,Grad Rate -Not Economically Disadvantaged,126.0,92.6,136.0
5049,713,Grad Rate -Students With Disability,19.0,67.86,28.0
5050,713,Grad Rate -Students Without Disability,214.0,88.4,242.0
5051,713,Grad Rate -White,195.0,84.78,230.0
5052,714,Grad Rate -ALL Students,264.0,96.35,274.0
5053,714,Grad Rate -Black,28.0,96.55,29.0
5054,714,Grad Rate -Economically Disadvantaged,77.0,92.77,83.0
5055,714,Grad Rate -Female,142.0,98.61,144.0
5056,714,Grad Rate -Male,122.0,93.85,130.0
5057,714,Grad Rate -Not Economically Disadvantaged,187.0,97.9,191.0
5058,714,Grad Rate -Students With Disability,26.0,92.86,28.0
5059,714,Grad Rate -Students Without Disability,238.0,96.7,246.0
5060,714,Grad Rate -White,229.0,96.22,238.0
5061,714,Grad Rate -ALL Students,14.0,63.64,22.0
5062,714,Grad Rate -Economically Disadvantaged,10.0,71.43,14.0
5063,714,Grad Rate -Students Without Disability,13.0,65.0,20.0
5064,714,Grad Rate -White,14.0,73.68,19.0
5065,715,Grad Rate -ALL Students,188.0,89.1,211.0
5066,715,Grad Rate -Black,28.0,87.5,32.0
5067,715,Grad Rate -Economically Disadvantaged,188.0,89.1,211.0
5068,715,Grad Rate -Female,94.0,91.26,103.0
5069,715,Grad Rate -Homeless,34.0,87.18,39.0
5070,715,Grad Rate -Male,94.0,87.04,108.0
5071,715,Grad Rate -Multi-Racial,12.0,100.0,12.0
5072,715,Grad Rate -Students With Disability,32.0,82.05,39.0
5073,715,Grad Rate -Students Without Disability,156.0,90.7,172.0
5074,715,Grad Rate -White,141.0,89.24,158.0
5075,715,Grad Rate -ALL Students,253.0,77.61,326.0
5076,715,Grad Rate -Black,33.0,75.0,44.0
5077,715,Grad Rate -Economically Disadvantaged,253.0,77.61,326.0
5078,715,Grad Rate -Female,126.0,80.25,157.0
5079,715,Grad Rate -Hispanic,83.0,77.57,107.0
5080,715,Grad Rate -Homeless,41.0,73.21,56.0
5081,715,Grad Rate -Limited English Proficient,13.0,48.15,27.0
5082,715,Grad Rate -Male,127.0,75.15,169.0
5083,715,Grad Rate -Students With Disability,24.0,61.54,39.0
5084,715,Grad Rate -Students Without Disability,229.0,79.8,287.0
5085,715,Grad Rate -White,131.0,77.98,168.0
5086,716,Grad Rate -ALL Students,92.0,87.62,105.0
5087,716,Grad Rate -Black,44.0,89.8,49.0
5088,716,Grad Rate -Economically Disadvantaged,92.0,87.62,105.0
5089,716,Grad Rate -Female,45.0,86.54,52.0
5090,716,Grad Rate -Male,47.0,88.68,53.0
5091,716,Grad Rate -Students With Disability,11.0,73.33,15.0
5092,716,Grad Rate -Students Without Disability,81.0,90.0,90.0
5093,716,Grad Rate -White,37.0,84.09,44.0
5094,717,Grad Rate -ALL Students,180.0,92.31,195.0
5095,717,Grad Rate -Black,75.0,93.75,80.0
5096,717,Grad Rate -Economically Disadvantaged,176.0,93.62,188.0
5097,717,Grad Rate -Female,83.0,93.26,89.0
5098,717,Grad Rate -Hispanic,22.0,100.0,22.0
5099,717,Grad Rate -Male,97.0,91.51,106.0
5100,717,Grad Rate -Students With Disability,36.0,81.82,44.0
5101,717,Grad Rate -Students Without Disability,144.0,95.4,151.0
5102,717,Grad Rate -White,78.0,91.76,85.0
5103,718,Grad Rate -ALL Students,24.0,82.76,29.0
5104,718,Grad Rate -Black,18.0,85.71,21.0
5105,718,Grad Rate -Economically Disadvantaged,24.0,82.76,29.0
5106,718,Grad Rate -Female,15.0,93.75,16.0
5107,718,Grad Rate -Students Without Disability,18.0,81.8,22.0
5108,719,Grad Rate -ALL Students,140.0,91.5,153.0
5109,719,Grad Rate -Economically Disadvantaged,69.0,87.34,79.0
5110,719,Grad Rate -Female,68.0,93.15,73.0
5111,719,Grad Rate -Hispanic,20.0,95.24,21.0
5112,719,Grad Rate -Male,72.0,90.0,80.0
5113,719,Grad Rate -Not Economically Disadvantaged,71.0,95.9,74.0
5114,719,Grad Rate -Students With Disability,19.0,79.17,24.0
5115,719,Grad Rate -Students Without Disability,121.0,93.8,129.0
5116,719,Grad Rate -White,119.0,90.84,131.0
5117,720,Grad Rate -ALL Students,53.0,84.13,63.0
5118,720,Grad Rate -Black,51.0,85.0,60.0
5119,720,Grad Rate -Economically Disadvantaged,53.0,84.13,63.0
5120,720,Grad Rate -Female,31.0,93.94,33.0
5121,720,Grad Rate -Male,22.0,73.33,30.0
5122,720,Grad Rate -Students Without Disability,48.0,84.2,57.0
5123,721,Grad Rate -ALL Students,234.0,80.69,290.0
5124,721,Grad Rate -Black,160.0,86.02,186.0
5125,721,Grad Rate -Economically Disadvantaged,234.0,80.69,290.0
5126,721,Grad Rate -Female,120.0,90.23,133.0
5127,721,Grad Rate -Male,114.0,72.61,157.0
5128,721,Grad Rate -Students With Disability,19.0,67.86,28.0
5129,721,Grad Rate -Students Without Disability,215.0,82.1,262.0
5130,721,Grad Rate -White,54.0,66.67,81.0
5131,721,Grad Rate -ALL Students,75.0,100.0,75.0
5132,721,Grad Rate -Black,55.0,100.0,55.0
5133,721,Grad Rate -Economically Disadvantaged,75.0,100.0,75.0
5134,721,Grad Rate -Female,36.0,100.0,36.0
5135,721,Grad Rate -Male,39.0,100.0,39.0
5136,721,Grad Rate -Students Without Disability,71.0,100.0,71.0
5137,721,Grad Rate -White,14.0,100.0,14.0
5138,721,Grad Rate -ALL Students,14.0,25.45,55.0
5139,721,Grad Rate -Black,12.0,25.53,47.0
5140,721,Grad Rate -Economically Disadvantaged,14.0,25.45,55.0
5141,721,Grad Rate -Students Without Disability,13.0,25.5,51.0
5142,721,Grad Rate -ALL Students,32.0,12.9,248.0
5143,721,Grad Rate -Black,23.0,11.33,203.0
5144,721,Grad Rate -Economically Disadvantaged,32.0,12.9,248.0
5145,721,Grad Rate -Female,17.0,13.82,123.0
5146,721,Grad Rate -Male,15.0,12.0,125.0
5147,721,Grad Rate -Students Without Disability,28.0,12.5,224.0
5148,721,Grad Rate -ALL Students,159.0,78.71,202.0
5149,721,Grad Rate -Black,140.0,79.1,177.0
5150,721,Grad Rate -Economically Disadvantaged,159.0,78.71,202.0
5151,721,Grad Rate -Female,101.0,87.07,116.0
5152,721,Grad Rate -Male,58.0,67.44,86.0
5153,721,Grad Rate -Students With Disability,11.0,52.38,21.0
5154,721,Grad Rate -Students Without Disability,148.0,81.8,181.0
5155,721,Grad Rate -ALL Students,203.0,81.85,248.0
5156,721,Grad Rate -Black,129.0,87.16,148.0
5157,721,Grad Rate -Economically Disadvantaged,203.0,81.85,248.0
5158,721,Grad Rate -Female,97.0,84.35,115.0
5159,721,Grad Rate -Male,106.0,79.7,133.0
5160,721,Grad Rate -Students With Disability,20.0,62.5,32.0
5161,721,Grad Rate -Students Without Disability,183.0,84.7,216.0
5162,721,Grad Rate -White,55.0,70.51,78.0
5163,721,Grad Rate -ALL Students,177.0,88.06,201.0
5164,721,Grad Rate -Black,117.0,90.0,130.0
5165,721,Grad Rate -Economically Disadvantaged,177.0,88.06,201.0
5166,721,Grad Rate -Female,96.0,96.0,100.0
5167,721,Grad Rate -Male,81.0,80.2,101.0
5168,721,Grad Rate -Students With Disability,12.0,75.0,16.0
5169,721,Grad Rate -Students Without Disability,165.0,89.2,185.0
5170,721,Grad Rate -White,44.0,86.27,51.0
5171,721,Grad Rate -ALL Students,126.0,79.75,158.0
5172,721,Grad Rate -Black,118.0,81.94,144.0
5173,721,Grad Rate -Economically Disadvantaged,126.0,79.75,158.0
5174,721,Grad Rate -Female,72.0,90.0,80.0
5175,721,Grad Rate -Male,54.0,69.23,78.0
5176,721,Grad Rate -Students With Disability,18.0,72.0,25.0
5177,721,Grad Rate -Students Without Disability,108.0,81.2,133.0
5178,721,Grad Rate -ALL Students,66.0,100.0,66.0
5179,721,Grad Rate -Black,52.0,100.0,52.0
5180,721,Grad Rate -Economically Disadvantaged,66.0,100.0,66.0
5181,721,Grad Rate -Female,35.0,100.0,35.0
5182,721,Grad Rate -Male,31.0,100.0,31.0
5183,721,Grad Rate -Students Without Disability,66.0,100.0,66.0
5184,721,Grad Rate -White,10.0,100.0,10.0
5185,721,Grad Rate -ALL Students,98.0,74.81,131.0
5186,721,Grad Rate -Black,90.0,80.36,112.0
5187,721,Grad Rate -Economically Disadvantaged,98.0,74.81,131.0
5188,721,Grad Rate -Female,58.0,84.06,69.0
5189,721,Grad Rate -Male,40.0,64.52,62.0
5190,721,Grad Rate -Students Without Disability,90.0,77.6,116.0
5191,721,Grad Rate -ALL Students,255.0,90.11,283.0
5192,721,Grad Rate -Active Duty,23.0,100.0,23.0
5193,721,Grad Rate -Black,188.0,89.52,210.0
5194,721,Grad Rate -Economically Disadvantaged,255.0,90.11,283.0
5195,721,Grad Rate -Female,119.0,91.54,130.0
5196,721,Grad Rate -Hispanic,14.0,100.0,14.0
5197,721,Grad Rate -Male,136.0,88.89,153.0
5198,721,Grad Rate -Multi-Racial,11.0,100.0,11.0
5199,721,Grad Rate -Students With Disability,17.0,68.0,25.0
5200,721,Grad Rate -Students Without Disability,238.0,92.2,258.0
5201,721,Grad Rate -White,36.0,87.8,41.0
5202,721,Grad Rate -ALL Students,107.0,100.0,107.0
5203,721,Grad Rate -Black,51.0,100.0,51.0
5204,721,Grad Rate -Economically Disadvantaged,107.0,100.0,107.0
5205,721,Grad Rate -Female,80.0,100.0,80.0
5206,721,Grad Rate -Male,27.0,100.0,27.0
5207,721,Grad Rate -Students Without Disability,107.0,100.0,107.0
5208,721,Grad Rate -White,48.0,100.0,48.0
5209,721,Grad Rate -ALL Students,107.0,84.25,127.0
5210,721,Grad Rate -Black,104.0,85.25,122.0
5211,721,Grad Rate -Economically Disadvantaged,107.0,84.25,127.0
5212,721,Grad Rate -Female,57.0,81.43,70.0
5213,721,Grad Rate -Male,50.0,87.72,57.0
5214,721,Grad Rate -Students Without Disability,100.0,89.3,112.0
5215,722,Grad Rate -ALL Students,415.0,84.69,490.0
5216,722,Grad Rate -Black,268.0,89.93,298.0
5217,722,Grad Rate -Economically Disadvantaged,185.0,82.22,225.0
5218,722,Grad Rate -Female,217.0,88.21,246.0
5219,722,Grad Rate -Hispanic,48.0,64.86,74.0
5220,722,Grad Rate -Homeless,12.0,92.31,13.0
5221,722,Grad Rate -Limited English Proficient,13.0,59.09,22.0
5222,722,Grad Rate -Male,198.0,81.15,244.0
5223,722,Grad Rate -Multi-Racial,16.0,88.89,18.0
5224,722,Grad Rate -Not Economically Disadvantaged,230.0,86.8,265.0
5225,722,Grad Rate -Students With Disability,25.0,64.1,39.0
5226,722,Grad Rate -Students Without Disability,390.0,86.5,451.0
5227,722,Grad Rate -White,77.0,81.91,94.0
5228,722,Grad Rate -ALL Students,267.0,81.16,329.0
5229,722,Grad Rate -Black,230.0,83.64,275.0
5230,722,Grad Rate -Economically Disadvantaged,176.0,84.62,208.0
5231,722,Grad Rate -Female,146.0,86.39,169.0
5232,722,Grad Rate -Hispanic,18.0,69.23,26.0
5233,722,Grad Rate -Homeless,25.0,83.33,30.0
5234,722,Grad Rate -Male,121.0,75.63,160.0
5235,722,Grad Rate -Not Economically Disadvantaged,91.0,75.2,121.0
5236,722,Grad Rate -Students With Disability,23.0,62.16,37.0
5237,722,Grad Rate -Students Without Disability,244.0,83.6,292.0
5238,722,Grad Rate -ALL Students,478.0,83.28,574.0
5239,722,Grad Rate -Black,373.0,86.95,429.0
5240,722,Grad Rate -Economically Disadvantaged,305.0,85.67,356.0
5241,722,Grad Rate -Female,262.0,90.34,290.0
5242,722,Grad Rate -Hispanic,45.0,75.0,60.0
5243,722,Grad Rate -Homeless,12.0,54.55,22.0
5244,722,Grad Rate -Male,216.0,76.06,284.0
5245,722,Grad Rate -Multi-Racial,10.0,76.92,13.0
5246,722,Grad Rate -Not Economically Disadvantaged,173.0,79.4,218.0
5247,722,Grad Rate -Students With Disability,36.0,66.67,54.0
5248,722,Grad Rate -Students Without Disability,442.0,85.0,520.0
5249,722,Grad Rate -White,41.0,66.13,62.0
5250,723,Grad Rate -ALL Students,85.0,90.43,94.0
5251,723,Grad Rate -Economically Disadvantaged,26.0,78.79,33.0
5252,723,Grad Rate -Female,39.0,90.7,43.0
5253,723,Grad Rate -Male,46.0,90.2,51.0
5254,723,Grad Rate -Not Economically Disadvantaged,59.0,96.7,61.0
5255,723,Grad Rate -Students Without Disability,78.0,92.9,84.0
5256,723,Grad Rate -White,70.0,90.91,77.0
5257,724,Grad Rate -ALL Students,134.0,84.28,159.0
5258,724,Grad Rate -Black,67.0,91.78,73.0
5259,724,Grad Rate -Economically Disadvantaged,134.0,84.28,159.0
5260,724,Grad Rate -Female,72.0,86.75,83.0
5261,724,Grad Rate -Male,62.0,81.58,76.0
5262,724,Grad Rate -Students With Disability,23.0,65.71,35.0
5263,724,Grad Rate -Students Without Disability,111.0,89.5,124.0
5264,724,Grad Rate -White,62.0,78.48,79.0
5265,725,Grad Rate -ALL Students,90.0,86.54,104.0
5266,725,Grad Rate -Black,26.0,86.67,30.0
5267,725,Grad Rate -Economically Disadvantaged,90.0,86.54,104.0
5268,725,Grad Rate -Female,40.0,86.96,46.0
5269,725,Grad Rate -Homeless,10.0,76.92,13.0
5270,725,Grad Rate -Male,50.0,86.21,58.0
5271,725,Grad Rate -Students Without Disability,87.0,89.7,97.0
5272,725,Grad Rate -White,59.0,88.06,67.0
5273,726,Grad Rate -ALL Students,330.0,88.24,374.0
5274,726,Grad Rate -Black,107.0,86.99,123.0
5275,726,Grad Rate -Economically Disadvantaged,146.0,85.88,170.0
5276,726,Grad Rate -Female,164.0,92.66,177.0
5277,726,Grad Rate -Hispanic,18.0,90.0,20.0
5278,726,Grad Rate -Homeless,12.0,85.71,14.0
5279,726,Grad Rate -Male,166.0,84.26,197.0
5280,726,Grad Rate -Multi-Racial,13.0,92.86,14.0
5281,726,Grad Rate -Not Economically Disadvantaged,184.0,90.2,204.0
5282,726,Grad Rate -Students With Disability,36.0,81.82,44.0
5283,726,Grad Rate -Students Without Disability,294.0,89.1,330.0
5284,726,Grad Rate -White,186.0,88.57,210.0
5285,726,Grad Rate -ALL Students,290.0,91.48,317.0
5286,726,Grad Rate -Black,172.0,91.01,189.0
5287,726,Grad Rate -Economically Disadvantaged,213.0,89.87,237.0
5288,726,Grad Rate -Female,162.0,93.64,173.0
5289,726,Grad Rate -Hispanic,20.0,86.96,23.0
5290,726,Grad Rate -Homeless,12.0,85.71,14.0
5291,726,Grad Rate -Male,128.0,88.89,144.0
5292,726,Grad Rate -Multi-Racial,11.0,91.67,12.0
5293,726,Grad Rate -Not Economically Disadvantaged,77.0,96.3,80.0
5294,726,Grad Rate -Students With Disability,25.0,80.65,31.0
5295,726,Grad Rate -Students Without Disability,265.0,92.7,286.0
5296,726,Grad Rate -White,81.0,93.1,87.0
5297,727,Grad Rate -ALL Students,244.0,91.39,267.0
5298,727,Grad Rate -Black,32.0,86.49,37.0
5299,727,Grad Rate -Economically Disadvantaged,112.0,87.5,128.0
5300,727,Grad Rate -Female,113.0,93.39,121.0
5301,727,Grad Rate -Male,131.0,89.73,146.0
5302,727,Grad Rate -Multi-Racial,19.0,86.36,22.0
5303,727,Grad Rate -Not Economically Disadvantaged,132.0,95.0,139.0
5304,727,Grad Rate -Students With Disability,29.0,74.36,39.0
5305,727,Grad Rate -Students Without Disability,215.0,94.3,228.0
5306,727,Grad Rate -White,182.0,92.86,196.0
5307,728,Grad Rate -ALL Students,31.0,96.88,32.0
5308,728,Grad Rate -Black,30.0,96.77,31.0
5309,728,Grad Rate -Economically Disadvantaged,31.0,96.88,32.0
5310,728,Grad Rate -Female,16.0,94.12,17.0
5311,728,Grad Rate -Male,15.0,100.0,15.0
5312,728,Grad Rate -Students Without Disability,25.0,100.0,25.0
5313,729,Grad Rate -ALL Students,227.0,86.97,261.0
5314,729,Grad Rate -Black,184.0,90.2,204.0
5315,729,Grad Rate -Economically Disadvantaged,227.0,86.97,261.0
5316,729,Grad Rate -Female,117.0,87.31,134.0
5317,729,Grad Rate -Hispanic,18.0,85.71,21.0
5318,729,Grad Rate -Male,110.0,86.61,127.0
5319,729,Grad Rate -Students With Disability,18.0,58.06,31.0
5320,729,Grad Rate -Students Without Disability,209.0,90.9,230.0
5321,729,Grad Rate -White,20.0,66.67,30.0
5322,730,Grad Rate -ALL Students,29.0,82.86,35.0
5323,730,Grad Rate -Black,28.0,93.33,30.0
5324,730,Grad Rate -Economically Disadvantaged,29.0,82.86,35.0
5325,730,Grad Rate -Female,11.0,84.62,13.0
5326,730,Grad Rate -Male,18.0,81.82,22.0
5327,730,Grad Rate -Students Without Disability,25.0,89.3,28.0
5328,732,Grad Rate -ALL Students,196.0,88.69,221.0
5329,732,Grad Rate -Black,49.0,94.23,52.0
5330,732,Grad Rate -Economically Disadvantaged,196.0,88.69,221.0
5331,732,Grad Rate -Female,101.0,90.18,112.0
5332,732,Grad Rate -Hispanic,42.0,87.5,48.0
5333,732,Grad Rate -Male,95.0,87.16,109.0
5334,732,Grad Rate -Students With Disability,12.0,60.0,20.0
5335,732,Grad Rate -Students Without Disability,184.0,91.5,201.0
5336,732,Grad Rate -White,98.0,86.73,113.0
5337,733,Grad Rate -ALL Students,83.0,76.85,108.0
5338,733,Grad Rate -Black,33.0,78.57,42.0
5339,733,Grad Rate -Economically Disadvantaged,58.0,72.5,80.0
5340,733,Grad Rate -Female,39.0,82.98,47.0
5341,733,Grad Rate -Male,44.0,72.13,61.0
5342,733,Grad Rate -Not Economically Disadvantaged,25.0,89.3,28.0
5343,733,Grad Rate -Students Without Disability,76.0,84.4,90.0
5344,733,Grad Rate -White,46.0,74.19,62.0
5345,734,Grad Rate -ALL Students,95.0,91.35,104.0
5346,734,Grad Rate -Black,41.0,93.18,44.0
5347,734,Grad Rate -Economically Disadvantaged,95.0,91.35,104.0
5348,734,Grad Rate -Female,51.0,89.47,57.0
5349,734,Grad Rate -Male,44.0,93.62,47.0
5350,734,Grad Rate -Students Without Disability,94.0,93.1,101.0
5351,734,Grad Rate -White,46.0,90.2,51.0
5352,735,Grad Rate -ALL Students,77.0,85.56,90.0
5353,735,Grad Rate -Black,72.0,87.8,82.0
5354,735,Grad Rate -Economically Disadvantaged,77.0,85.56,90.0
5355,735,Grad Rate -Female,46.0,93.88,49.0
5356,735,Grad Rate -Male,31.0,75.61,41.0
5357,735,Grad Rate -Students Without Disability,71.0,85.5,83.0
5358,736,Grad Rate -ALL Students,63.0,75.0,84.0
5359,736,Grad Rate -Black,24.0,77.42,31.0
5360,736,Grad Rate -Economically Disadvantaged,63.0,75.0,84.0
5361,736,Grad Rate -Female,44.0,86.27,51.0
5362,736,Grad Rate -Male,19.0,57.58,33.0
5363,736,Grad Rate -Students Without Disability,58.0,74.4,78.0
5364,736,Grad Rate -White,34.0,73.91,46.0
5365,736,Grad Rate -ALL Students,260.0,94.55,275.0
5366,736,Grad Rate -Black,85.0,93.41,91.0
5367,736,Grad Rate -Economically Disadvantaged,260.0,94.55,275.0
5368,736,Grad Rate -Female,122.0,96.83,126.0
5369,736,Grad Rate -Hispanic,18.0,94.74,19.0
5370,736,Grad Rate -Homeless,14.0,87.5,16.0
5371,736,Grad Rate -Male,138.0,92.62,149.0
5372,736,Grad Rate -Students With Disability,28.0,73.68,38.0
5373,736,Grad Rate -Students Without Disability,232.0,97.9,237.0
5374,736,Grad Rate -White,145.0,94.77,153.0
5375,737,Grad Rate -ALL Students,465.0,83.48,557.0
5376,737,Grad Rate -Black,168.0,83.17,202.0
5377,737,Grad Rate -Economically Disadvantaged,465.0,83.48,557.0
5378,737,Grad Rate -Female,234.0,85.71,273.0
5379,737,Grad Rate -Hispanic,76.0,80.85,94.0
5380,737,Grad Rate -Limited English Proficient,20.0,76.92,26.0
5381,737,Grad Rate -Male,231.0,81.34,284.0
5382,737,Grad Rate -Students With Disability,34.0,73.91,46.0
5383,737,Grad Rate -Students Without Disability,431.0,84.3,511.0
5384,737,Grad Rate -White,212.0,85.14,249.0
5385,738,Grad Rate -ALL Students,172.0,90.05,191.0
5386,738,Grad Rate -Black,26.0,89.66,29.0
5387,738,Grad Rate -Economically Disadvantaged,172.0,90.05,191.0
5388,738,Grad Rate -Female,92.0,95.83,96.0
5389,738,Grad Rate -Hispanic,54.0,98.18,55.0
5390,738,Grad Rate -Limited English Proficient,11.0,100.0,11.0
5391,738,Grad Rate -Male,80.0,84.21,95.0
5392,738,Grad Rate -Migrant,11.0,100.0,11.0
5393,738,Grad Rate -Students With Disability,30.0,85.71,35.0
5394,738,Grad Rate -Students Without Disability,142.0,91.0,156.0
5395,738,Grad Rate -White,89.0,85.58,104.0
5396,739,Grad Rate -ALL Students,82.0,97.62,84.0
5397,739,Grad Rate -Economically Disadvantaged,20.0,90.91,22.0
5398,739,Grad Rate -Female,34.0,100.0,34.0
5399,739,Grad Rate -Male,48.0,96.0,50.0
5400,739,Grad Rate -Not Economically Disadvantaged,62.0,100.0,62.0
5401,739,Grad Rate -Students Without Disability,74.0,98.7,75.0
5402,739,Grad Rate -White,76.0,97.44,78.0
5403,740,Grad Rate -ALL Students,67.0,81.71,82.0
5404,740,Grad Rate -Black,20.0,80.0,25.0
5405,740,Grad Rate -Economically Disadvantaged,67.0,81.71,82.0
5406,740,Grad Rate -Female,31.0,86.11,36.0
5407,740,Grad Rate -Male,36.0,78.26,46.0
5408,740,Grad Rate -Students Without Disability,63.0,82.9,76.0
5409,740,Grad Rate -White,45.0,83.33,54.0
5410,741,Grad Rate -ALL Students,182.0,86.67,210.0
